"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.220596833E0,1.371103775E1,-6.735693054E0,-6.350094910E0,1.654345256E1
3.230540833E0,1.535461990E1,-8.674461365E0,-5.339396667E0,1.842606277E1
3.240484833E0,1.735970032E1,-9.677226105E0,-4.172573090E0,2.030808377E1
3.250428833E0,1.888517807E1,-1.007839188E1,-3.395838318E0,2.167384718E1
3.260372833E0,1.972897339E1,-1.006896149E1,-3.178340607E0,2.237673402E1
3.270316833E0,1.939501785E1,-9.858349457E0,-3.572620697E0,2.204806999E1
3.280260833E0,1.790322006E1,-9.569450226E0,-4.481530609E0,2.078903035E1
3.290204833E0,1.553529419E1,-8.930129700E0,-5.544170837E0,1.875714297E1
3.300147833E0,1.143382324E1,-8.059689789E0,-7.033274231E0,1.565751768E1
3.310091833E0,7.024292908E0,-6.759044495E0,-9.104816437E0,1.333878014E1
3.320035833E0,2.848576355E0,-4.973557434E0,-1.120704483E1,1.258763340E1
3.329979833E0,-6.312373352E-1,-2.664459229E0,-1.295046936E1,1.323678436E1
3.339923833E0,-3.596271515E0,6.002517700E-2,-1.327768890E1,1.375622748E1
3.349867833E0,-6.781797180E0,3.107388153E0,-1.112606323E1,1.339544390E1
3.359811833E0,-1.182061890E1,6.835535431E0,-8.588689728E0,1.613124815E1
3.369755833E0,-1.706451416E1,1.084494781E1,-7.878117371E0,2.169966059E1
3.379699833E0,-2.024524979E1,1.374980713E1,-9.110055542E0,2.611360655E1
3.389643833E0,-2.058414505E1,1.535866150E1,-1.271725433E1,2.865875204E1
3.399587833E0,-1.877351028E1,1.546883240E1,-1.813104630E1,3.033915463E1
3.409531833E0,-1.414603317E1,1.517738846E1,-2.245390686E1,3.057190390E1
3.419475833E0,-9.441316681E0,1.384964951E1,-2.361833542E1,2.896164740E1
3.429419833E0,-6.262077942E0,1.097607513E1,-2.187805435E1,2.526533411E1
3.439362833E0,-3.030747528E0,8.427624664E0,-1.781385590E1,1.993849919E1
3.449306833E0,-1.480421448E-1,6.439309387E0,-1.281305511E1,1.434088572E1
3.459250833E0,1.680555267E0,4.346661072E0,-8.105644226E0,9.349823357E0
3.469194833E0,2.713856506E0,2.718197479E0,-3.979324951E0,5.530699932E0
3.479138833E0,3.652704163E0,1.649270325E0,-1.314117279E0,4.217729783E0
3.489082833E0,4.653373260E0,4.438270569E-1,-3.806584167E-1,4.689964391E0
3.499026833E0,5.857319641E0,-1.194965057E0,-9.834548950E-1,6.058326369E0
3.508970833E0,7.300468597E0,-3.174897766E0,-3.107837219E0,8.546079203E0
3.518914833E0,9.290879517E0,-4.760700073E0,-5.375771027E0,1.174238568E1
3.528858833E0,1.166269730E1,-6.012846222E0,-7.207062836E0,1.497045699E1
3.538802833E0,1.327918579E1,-7.329657898E0,-8.069868622E0,1.718090334E1
3.548746833E0,1.438478668E1,-8.494385834E0,-8.017327881E0,1.852981988E1
3.558690833E0,1.530222885E1,-9.754615173E0,-7.632178802E0,1.968656593E1
3.568634833E0,1.645887360E1,-1.083896027E1,-7.090006256E0,2.094387186E1
3.578578833E0,1.779110321E1,-1.126033401E1,-6.521039429E0,2.204183365E1
3.588521833E0,1.860960114E1,-1.129221771E1,-5.889203339E0,2.255025834E1
3.598465833E0,1.840931763E1,-1.101484451E1,-5.286107483E0,2.209463074E1
3.608409833E0,1.710597794E1,-1.060200302E1,-4.813091125E0,2.069257827E1
3.618353042E0,1.487277191E1,-1.004860382E1,-4.810247040E0,1.858257947E1
3.628297042E0,1.164712967E1,-9.188043365E0,-5.599555664E0,1.585656943E1
3.638241042E0,7.022496643E0,-8.014783173E0,-7.271578674E0,1.290070017E1
3.648185042E0,2.032473450E0,-6.108048248E0,-9.732610931E0,1.166888672E1
3.658129042E0,-2.681374054E0,-3.416645050E0,-1.245559845E1,1.319110166E1
3.668073042E0,-5.989045715E0,-1.764830017E-1,-1.428524368E1,1.549090062E1
3.678017042E0,-8.112230530E0,3.135829010E0,-1.474538681E1,1.711923304E1
3.687961042E0,-1.071995773E1,6.407425690E0,-1.511691422E1,1.960851073E1
3.697905042E0,-1.320778427E1,9.346264343E0,-1.634286484E1,2.299755321E1
3.707849042E0,-1.464389786E1,1.114597183E1,-1.725297226E1,2.522580988E1
3.717793042E0,-1.493908401E1,1.241832596E1,-1.747555939E1,2.613017847E1
3.727736042E0,-1.453432571E1,1.330747696E1,-1.789109528E1,2.661628932E1
3.737680042E0,-1.299926788E1,1.309506866E1,-1.773931091E1,2.559579927E1
3.747624042E0,-1.080333435E1,1.175774963E1,-1.645288605E1,2.292714916E1
3.757568042E0,-8.456963654E0,1.032253418E1,-1.422521851E1,1.950466067E1
3.767512042E0,-5.801635437E0,8.889264679E0,-1.172062683E1,1.581300394E1
3.777456042E0,-3.257825317E0,7.295678558E0,-9.236841888E0,1.221309132E1
3.787400042E0,-1.222507782E0,5.948779449E0,-7.122339020E0,9.360032870E0
3.797344042E0,1.571731567E-1,4.610711975E0,-5.277275848E0,7.009494183E0
3.807288042E0,1.276395721E0,3.360960846E0,-3.979774017E0,5.363193552E0
3.817232042E0,2.364632721E0,2.345173187E0,-3.434458008E0,4.784017871E0
3.827176042E0,3.489094391E0,1.325942688E0,-3.657194824E0,5.225607875E0
3.837120042E0,4.771926727E0,-1.300794983E-1,-4.772675171E0,6.750306190E0
3.847064042E0,6.298452301E0,-1.802102509E0,-6.128555603E0,8.970912363E0
3.857008042E0,8.381670227E0,-3.306474152E0,-7.367379456E0,1.163887654E1
3.866952042E0,1.072310120E1,-4.748575287E0,-8.238867188E0,1.433222938E1
3.876895042E0,1.272488846E1,-6.091582489E0,-8.422385559E0,1.643066469E1
3.886839042E0,1.406669815E1,-7.575147400E0,-7.861501923E0,1.780612444E1
3.896783042E0,1.549577637E1,-8.915160828E0,-7.161557465E0,1.925842889E1
3.906727042E0,1.744846573E1,-9.442963257E0,-6.362070007E0,2.083493331E1
3.916671042E0,1.901316193E1,-9.568552094E0,-5.539680176E0,2.199421679E1
3.926615042E0,1.951791229E1,-9.589209137E0,-4.866829376E0,2.228425140E1
3.936559042E0,1.864013763E1,-9.363179169E0,-4.590503998E0,2.135875891E1
3.946503042E0,1.621098907E1,-9.124874725E0,-5.083728333E0,1.928480747E1
3.956447042E0,1.210562622E1,-8.672365723E0,-6.095324707E0,1.609065246E1
3.966391042E0,7.272476807E0,-7.615563354E0,-7.843239899E0,1.313019940E1
3.976335042E0,3.193908234E0,-5.779481506E0,-9.982291718E0,1.196869267E1
3.986279042E0,-3.182382202E-1,-3.925886078E0,-1.204889420E1,1.267634444E1
3.996223042E0,-3.143612823E0,-1.834435272E0,-1.321616684E1,1.370819172E1
4.006167042E0,-5.394182739E0,9.406439209E-1,-1.300031570E1,1.410638957E1
4.016110042E0,-8.582253113E0,3.808979187E0,-1.239542358E1,1.555023848E1
4.026054042E0,-1.227073288E1,6.931336212E0,-1.240784775E1,1.877682063E1
4.035998042E0,-1.532168839E1,9.798773346E0,-1.287831940E1,2.228499954E1
4.045942042E0,-1.674043808E1,1.185429886E1,-1.347213455E1,2.454108958E1
4.055886042E0,-1.673460022E1,1.308803329E1,-1.494492188E1,2.597487536E1
4.065830042E0,-1.539862839E1,1.337513626E1,-1.627849869E1,2.609600632E1
4.075774042E0,-1.310494812E1,1.272803192E1,-1.635154678E1,2.451765780E1
4.085718042E0,-1.018242554E1,1.128533203E1,-1.540072403E1,2.163845673E1
4.095662042E0,-6.966962128E0,9.426796875E0,-1.332798431E1,1.774931623E1
4.105606042E0,-3.748804321E0,7.866890717E0,-1.079644867E1,1.387461017E1
4.115550042E0,-1.586251373E0,6.658004608E0,-8.300239563E0,1.075821526E1
4.125494042E0,-5.080435181E-1,5.367987213E0,-6.379433899E0,8.352878055E0
4.135438042E0,4.029620361E-1,4.138893127E0,-5.112318878E0,6.590039380E0
4.145382042E0,1.296454010E0,3.147055664E0,-4.628225555E0,5.745017332E0
4.155326042E0,2.398761749E0,2.091899872E0,-4.967120819E0,5.899355239E0
4.165270042E0,3.705693970E0,7.090754700E-1,-5.733377380E0,6.863422762E0
4.175213042E0,5.196144562E0,-1.039139099E0,-6.905739441E0,8.704537070E0
4.185157042E0,7.489675140E0,-2.629881134E0,-8.136031036E0,1.136690413E1
4.195101042E0,1.021715332E1,-4.161645813E0,-8.889863434E0,1.416824582E1
4.205045042E0,1.255394394E1,-5.711223450E0,-8.795559540E0,1.635791702E1
4.214989042E0,1.431802551E1,-7.097490692E0,-8.172555084E0,1.794911935E1
4.224933042E0,1.578707062E1,-8.322692871E0,-7.209158478E0,1.924761755E1
4.234877042E0,1.706646011E1,-9.327702942E0,-6.226002960E0,2.042139113E1
4.244821042E0,1.821352478E1,-9.917027435E0,-5.434598694E0,2.143862825E1
4.254765042E0,1.889131531E1,-1.003932312E1,-4.962480469E0,2.196123893E1
4.264709042E0,1.832653976E1,-9.960886230E0,-4.741240540E0,2.139066797E1
4.274653042E0,1.584784424E1,-9.619745636E0,-5.033283234E0,1.921009144E1
4.284597042E0,1.196476913E1,-8.803942108E0,-6.030060425E0,1.603205308E1
4.294541042E0,8.285121002E0,-7.532486115E0,-7.673941956E0,1.357464409E1
4.304485042E0,4.688101044E0,-5.737718353E0,-9.565408630E0,1.209945228E1
4.314428042E0,1.086141357E0,-3.399879913E0,-1.131781448E1,1.186725795E1
4.324372042E0,-2.380499725E0,-4.400848389E-1,-1.229273712E1,1.252884031E1
4.334316042E0,-6.677613831E0,2.767445068E0,-1.250619324E1,1.444486580E1
4.344260042E0,-1.217478241E1,6.153403931E0,-1.325254120E1,1.901892623E1
4.354204042E0,-1.731644028E1,9.656119995E0,-1.466335739E1,2.465996365E1
4.364148042E0,-1.928619415E1,1.260393997E1,-1.572030945E1,2.789166035E1
4.374092042E0,-1.886122787E1,1.409184586E1,-1.683893326E1,2.894608281E1
4.384036042E0,-1.693413528E1,1.421474030E1,-1.734158798E1,2.809901161E1
4.393980042E0,-1.409289368E1,1.365999390E1,-1.680869614E1,2.584061437E1
4.403924042E0,-1.075902649E1,1.209874054E1,-1.576671295E1,2.259923474E1
4.413868042E0,-7.170987854E0,9.926457825E0,-1.400188293E1,1.860135365E1
4.423812042E0,-3.965254211E0,8.404722290E0,-1.153501282E1,1.481280252E1
4.433756042E0,-2.178569641E0,7.228019257E0,-9.173972626E0,1.188074921E1
4.443700042E0,-1.312321014E0,5.816753998E0,-7.426207123E0,9.523936463E0
4.453644042E0,-4.351451111E-1,4.378095703E0,-6.295009460E0,7.680118317E0
4.463587042E0,8.517288208E-1,3.006497955E0,-5.751489716E0,6.545540916E0
4.473531042E0,2.484084320E0,1.487905884E0,-5.426066437E0,6.150344365E0
4.483475042E0,4.285887451E0,-3.296145630E-1,-5.544919281E0,7.015953737E0
4.493419042E0,6.201004944E0,-2.498604126E0,-6.565646667E0,9.370336230E0
4.503363042E0,8.753796387E0,-4.505181427E0,-7.620353394E0,1.244971472E1
4.513307042E0,1.136077515E1,-6.237678680E0,-8.105943604E0,1.528666638E1
4.523251042E0,1.336181396E1,-7.935897217E0,-8.160579987E0,1.755310807E1
4.533195042E0,1.518726791E1,-9.348210297E0,-7.643704834E0,1.940279274E1
4.543139042E0,1.694745758E1,-1.038046371E1,-6.793472900E0,2.100289550E1
4.553083042E0,1.826965805E1,-1.113249985E1,-6.173761597E0,2.226720212E1
4.563027042E0,1.918350769E1,-1.148381927E1,-5.886808319E0,2.312011212E1
4.572971042E0,1.943408661E1,-1.124267075E1,-5.861959991E0,2.320439490E1
4.582915042E0,1.804452621E1,-1.087278992E1,-6.092181244E0,2.193027951E1
4.592859042E0,1.485376144E1,-1.024185196E1,-6.477929077E0,1.917011543E1
4.602803042E0,1.069046906E1,-9.111702118E0,-7.150480499E0,1.576193565E1
4.612747458E0,7.012018433E0,-7.599846039E0,-8.051756287E0,1.310560344E1
4.622690458E0,4.118385773E0,-5.540727997E0,-8.957971802E0,1.130955467E1
4.632634458E0,1.724713440E0,-3.209026794E0,-9.564510498E0,1.023485957E1
4.642578458E0,-6.917115784E-1,-9.644444275E-1,-9.855655060E0,9.926860260E0
4.652522458E0,-3.645519104E0,1.244811401E0,-1.018841309E1,1.089234255E1
4.662466458E0,-6.483168182E0,3.485801239E0,-1.083910995E1,1.310223586E1
4.672410458E0,-9.659712524E0,5.958658905E0,-1.168036057E1,1.628638956E1
4.682354458E0,-1.287562500E1,8.721313934E0,-1.271066803E1,2.008492264E1
4.692298458E0,-1.557136917E1,1.132859207E1,-1.411864014E1,2.387761578E1
4.702242458E0,-1.746627869E1,1.342947327E1,-1.521870255E1,2.677742614E1
4.712186458E0,-1.811143707E1,1.443343552E1,-1.567225937E1,2.796368944E1
4.722130458E0,-1.622955048E1,1.410157562E1,-1.520029083E1,2.633062067E1
4.732074458E0,-1.273536667E1,1.259406052E1,-1.320479050E1,2.225233508E1
4.742018458E0,-8.670868835E0,1.069031937E1,-1.068043991E1,1.742236181E1
4.751962458E0,-4.667144623E0,8.788224792E0,-8.458610229E0,1.305998549E1
4.761906458E0,-1.612297211E0,6.922953644E0,-6.628815308E0,9.719464071E0
4.771849458E0,7.053332520E-1,5.206622772E0,-5.539680176E0,7.635081672E0
4.781793458E0,2.821482697E0,3.597918091E0,-5.227429504E0,6.944911693E0
4.791737458E0,4.765939178E0,1.794767761E0,-5.855822754E0,7.760543003E0
4.801681458E0,6.749314728E0,-2.869532776E-1,-7.054679718E0,9.767502107E0
4.811625458E0,9.372010803E0,-2.122436371E0,-8.254434814E0,1.266787341E1
4.821569458E0,1.189022415E1,-3.867357788E0,-9.017248535E0,1.541572761E1
4.831513458E0,1.350491638E1,-5.570965118E0,-9.178163910E0,1.725274215E1
4.841457458E0,1.464554443E1,-6.940916290E0,-8.630303192E0,1.836165635E1
4.851401458E0,1.570593933E1,-7.854765930E0,-7.757468262E0,1.919771320E1
4.861345458E0,1.646486115E1,-8.367749176E0,-6.925648041E0,1.972499631E1
4.871289458E0,1.671109909E1,-8.566835175E0,-6.307583313E0,1.981002537E1
4.881233458E0,1.645438293E1,-8.391549683E0,-6.168672180E0,1.947350354E1
4.891177458E0,1.538216263E1,-8.076305237E0,-6.400390320E0,1.851492991E1
4.901121458E0,1.344144836E1,-7.592211914E0,-6.863078156E0,1.689426109E1
4.911065458E0,1.070903046E1,-6.816974030E0,-7.605234833E0,1.479844806E1
4.921008458E0,7.554340668E0,-5.767656097E0,-8.746162262E0,1.291624071E1
4.930952458E0,5.005740509E0,-4.357139282E0,-1.012090347E1,1.210267689E1
4.940896458E0,2.431992645E0,-2.778372345E0,-1.133293304E1,1.191928322E1
4.950840458E0,1.221459961E-1,-7.505392456E-1,-1.175819870E1,1.178276137E1
4.960784458E0,-2.649789734E0,1.579964447E0,-1.106663681E1,1.148860843E1
4.970728458E0,-6.437363434E0,3.816313934E0,-1.046024780E1,1.286159726E1
4.980672458E0,-1.037851776E1,6.382427673E0,-1.054078033E1,1.611077478E1
4.990616458E0,-1.396550858E1,8.708889771E0,-1.123339005E1,1.992659637E1
5.000560458E0,-1.610845230E1,1.055874298E1,-1.234093689E1,2.287505218E1
5.010504458E0,-1.692695023E1,1.180924255E1,-1.351958588E1,2.467304310E1
5.020448458E0,-1.658101959E1,1.227701981E1,-1.430724792E1,2.510682714E1
5.030392458E0,-1.373244324E1,1.222028778E1,-1.450648361E1,2.341694894E1
5.040336458E0,-1.014365616E1,1.118204681E1,-1.354323669E1,2.028179458E1
5.050280458E0,-7.303162994E0,9.434730377E0,-1.180325500E1,1.678294240E1
5.060224458E0,-4.821773071E0,7.876171417E0,-9.982890472E0,1.359932623E1
5.070168458E0,-2.332299957E0,6.636299744E0,-8.153245239E0,1.076826380E1
5.080112458E0,-6.397695923E-1,5.403613129E0,-6.761439514E0,8.679020929E0
5.090055458E0,4.963677979E-1,4.078867950E0,-6.011798401E0,7.281844873E0
5.099999458E0,1.939816132E0,2.597847748E0,-6.010750580E0,6.829408618E0
5.109943458E0,3.414549408E0,6.637197876E-1,-6.660699005E0,7.514291906E0
5.119887458E0,5.644462280E0,-1.328038330E0,-7.699089661E0,9.638444991E0
5.129831458E0,8.728798370E0,-3.109932861E0,-8.706345062E0,1.271471776E1
5.139775458E0,1.148337021E1,-4.862488403E0,-9.442663879E0,1.564210619E1
5.149719458E0,1.328412552E1,-6.605164490E0,-9.607171783E0,1.767466940E1
5.159663458E0,1.483999008E1,-7.861501923E0,-9.330247650E0,1.921150799E1
5.169607458E0,1.619048172E1,-8.598569183E0,-8.916508026E0,2.038556366E1
5.179551458E0,1.709070969E1,-9.159901886E0,-8.571475525E0,2.120062152E1
5.189495458E0,1.747286499E1,-9.540111237E0,-8.407117310E0,2.161005217E1
5.199439458E0,1.739787094E1,-9.547146606E0,-8.308622131E0,2.151434692E1
5.209383458E0,1.666259995E1,-9.247469788E0,-8.238268433E0,2.076118978E1
5.219327458E0,1.478475494E1,-8.945098572E0,-8.210426331E0,1.913151504E1
5.229271458E0,1.167362457E1,-8.425379333E0,-8.247698822E0,1.659171671E1
5.239214458E0,7.980504456E0,-7.425458679E0,-8.591084747E0,1.387921558E1
5.249158458E0,4.705015869E0,-6.008804626E0,-9.331145782E0,1.205459203E1
5.259102458E0,1.716779938E0,-4.232747955E0,-1.008812164E1,1.107400952E1
5.269046458E0,-1.254391479E0,-1.890119476E0,-1.076112213E1,1.099762698E1
5.278990458E0,-3.773053894E0,6.935078430E-1,-1.112112350E1,1.176419469E1
5.288934458E0,-6.866071930E0,2.885100403E0,-1.101813766E1,1.329910169E1
5.298878458E0,-9.920320587E0,4.904850311E0,-1.108879074E1,1.566625664E1
5.308822458E0,-1.276889694E1,7.171436920E0,-1.144939087E1,1.858931919E1
5.318766458E0,-1.523995834E1,9.256900177E0,-1.229483276E1,2.165893450E1
5.328710458E0,-1.638133484E1,1.084150497E1,-1.338905731E1,2.377295137E1
5.338654458E0,-1.600920868E1,1.172152496E1,-1.411295197E1,2.434880537E1
5.348598458E0,-1.415501450E1,1.208901077E1,-1.405277710E1,2.332357522E1
5.358542458E0,-1.162901733E1,1.173993668E1,-1.394350433E1,2.162131981E1
5.368486458E0,-9.107959900E0,1.043704605E1,-1.312395859E1,1.908206364E1
5.378430458E0,-6.689139862E0,8.821306000E0,-1.142813507E1,1.591107485E1
5.388374458E0,-4.417314148E0,7.473359070E0,-9.526190186E0,1.288844675E1
5.398318458E0,-2.618055725E0,6.487359467E0,-7.749834137E0,1.044030544E1
5.408261458E0,-1.212328949E0,5.474266205E0,-6.505920868E0,8.588616786E0
5.418205458E0,-2.263293457E-1,4.320465546E0,-5.798941040E0,7.235009654E0
5.428149458E0,3.463796997E-1,3.222349091E0,-5.544320526E0,6.422071524E0
5.438093458E0,1.389710083E0,2.198478241E0,-5.748945007E0,6.309910410E0
5.448037458E0,2.856060791E0,7.485932922E-1,-6.600224762E0,7.230521563E0
5.457981458E0,4.659360809E0,-1.112187195E0,-8.066725159E0,9.381825957E0
5.467925458E0,7.186854858E0,-2.738405457E0,-9.743238831E0,1.241291465E1
5.477869458E0,9.896370392E0,-4.269421692E0,-1.094164673E1,1.535857225E1
5.487813458E0,1.200713104E1,-5.825735321E0,-1.142244690E1,1.756652160E1
5.497757458E0,1.365011444E1,-7.108118591E0,-1.124222168E1,1.905881745E1
5.507701458E0,1.514131348E1,-8.039032745E0,-1.062834824E1,2.017045382E1
5.517645458E0,1.635289398E1,-8.754395142E0,-9.901759186E0,2.102620771E1
5.527589458E0,1.714639389E1,-9.121880951E0,-9.134454803E0,2.146266060E1
5.537533458E0,1.753184235E1,-9.184301147E0,-8.514893188E0,2.154577197E1
5.547477458E0,1.710986984E1,-9.021888885E0,-8.034093018E0,2.094489856E1
5.557421458E0,1.553020477E1,-8.757688293E0,-7.671546936E0,1.940971398E1
5.567364458E0,1.309806244E1,-8.265811157E0,-7.382498016E0,1.715762660E1
5.577308458E0,9.549541626E0,-7.526498566E0,-7.380102997E0,1.422349627E1
5.587252458E0,5.345982971E0,-6.233637085E0,-7.788154449E0,1.131782289E1
5.597196458E0,1.649569702E0,-4.057612152E0,-8.637488251E0,9.684601172E0
5.607140458E0,-1.747466125E0,-1.337169342E0,-9.515861664E0,9.766948496E0
5.617084458E0,-5.391338654E0,1.366358643E0,-1.011416748E1,1.154252365E1
5.627028458E0,-8.965007172E0,4.140839081E0,-1.053404434E1,1.443897476E1
5.636972458E0,-1.156120834E1,7.007976837E0,-1.124656265E1,1.758574563E1
5.646916458E0,-1.256771530E1,9.125623169E0,-1.234303253E1,1.983872270E1
5.656860458E0,-1.238210129E1,1.019619690E1,-1.320913147E1,2.077883581E1
5.666804458E0,-1.241742783E1,1.081905167E1,-1.358050919E1,2.134653655E1
5.676748458E0,-1.232417175E1,1.135104538E1,-1.382180740E1,2.172035452E1
5.686692458E0,-1.208092758E1,1.157632690E1,-1.345746506E1,2.147238975E1
5.696636458E0,-1.166209854E1,1.130958160E1,-1.283895126E1,2.070627557E1
5.706580458E0,-1.041369461E1,1.024739044E1,-1.202090240E1,1.891972888E1
5.716524458E0,-7.905061340E0,8.852441254E0,-1.066202820E1,1.595413916E1
5.726467458E0,-4.927453308E0,7.395520935E0,-9.254954224E0,1.283073278E1
5.736411458E0,-2.731370087E0,5.772895203E0,-7.860603790E0,1.012797085E1
5.746355458E0,-1.157243500E0,3.914958801E0,-6.632407837E0,7.788128700E0
5.756299458E0,8.128097534E-1,1.905088348E0,-6.195915527E0,6.532946543E0
5.766243458E0,3.493135986E0,4.011657715E-2,-6.478827209E0,7.360625678E0
5.776187458E0,6.270759888E0,-1.838626556E0,-7.063661041E0,9.622800242E0
5.786131458E0,8.771459656E0,-3.669918365E0,-7.771838379E0,1.228040216E1
5.796075458E0,1.094269455E1,-5.379363556E0,-8.468489685E0,1.484572106E1
5.806019458E0,1.304507263E1,-6.822961578E0,-9.119934998E0,1.731761932E1
5.815963458E0,1.468206848E1,-7.828570404E0,-9.615704041E0,1.921747678E1
5.825907458E0,1.557062073E1,-8.408913574E0,-9.907597046E0,2.028089092E1
5.835851458E0,1.619572083E1,-8.635542297E0,-9.856553192E0,2.083328118E1
5.845795458E0,1.623703491E1,-8.644822998E0,-9.386530609E0,2.065142185E1
5.855739458E0,1.517678970E1,-8.579858093E0,-8.906927948E0,1.957759628E1
5.865683458E0,1.331556015E1,-8.316855011E0,-8.486003265E0,1.784618925E1
5.875627458E0,9.989925842E0,-7.866591339E0,-8.486602020E0,1.528738995E1
5.885571458E0,6.923851776E0,-6.767427063E0,-8.810528412E0,1.309057689E1
5.895514458E0,4.386178894E0,-5.214406586E0,-9.295370178E0,1.152529861E1
5.905458458E0,1.505419464E0,-3.597918091E0,-9.877359924E0,1.061948876E1
5.915402458E0,-1.666634216E0,-1.480870514E0,-1.024828857E1,1.048799627E1
5.925346458E0,-4.498744812E0,9.078620911E-1,-1.029319519E1,1.126999493E1
5.935290458E0,-7.053631897E0,3.062930603E0,-1.023616379E1,1.280290264E1
5.945234458E0,-9.369615784E0,4.976700897E0,-1.043719574E1,1.488261760E1
5.955178458E0,-1.131826355E1,6.611750793E0,-1.100346817E1,1.711416519E1
5.965122458E0,-1.270123764E1,7.907456360E0,-1.176807816E1,1.903515083E1
5.975066458E0,-1.423554703E1,9.083710327E0,-1.214828751E1,2.080253547E1
5.985010458E0,-1.556403442E1,1.003962250E1,-1.249287094E1,2.234065827E1
5.994954458E0,-1.521960068E1,1.065229843E1,-1.293415329E1,2.263625473E1
6.004898458E0,-1.303249878E1,1.051772827E1,-1.274075546E1,2.104270615E1
6.014842458E0,-1.014305740E1,9.290879517E0,-1.197000824E1,1.823412057E1
6.024786458E0,-6.831793213E0,7.727829895E0,-1.051653076E1,1.473058630E1
6.034730458E0,-3.569477234E0,6.435267792E0,-8.773405609E0,1.145104734E1
6.044674458E0,-1.249302063E0,5.292693787E0,-7.303312683E0,9.105588356E0
6.054618458E0,3.546125793E-1,4.069736938E0,-6.398893433E0,7.591728788E0
6.064561458E0,1.835782471E0,2.872526550E0,-6.249204712E0,7.118571879E0
6.074505458E0,2.754571838E0,1.543889465E0,-6.678212585E0,7.387136389E0
6.084449458E0,3.765569458E0,1.796264648E-2,-7.733218689E0,8.601308464E0
6.094393458E0,5.681435394E0,-1.554068298E0,-9.448052673E0,1.113371168E1
6.104337458E0,8.331225128E0,-3.083138580E0,-1.122964783E1,1.431852108E1
6.114281458E0,1.057206528E1,-4.443659363E0,-1.245544876E1,1.693082622E1
6.124225458E0,1.173769135E1,-5.557942200E0,-1.290466461E1,1.830831746E1
6.134169458E0,1.232372269E1,-6.470893707E0,-1.268387375E1,1.883154958E1
6.144113458E0,1.298100586E1,-7.184459839E0,-1.224738144E1,1.923853759E1
6.154057458E0,1.371118744E1,-7.782915344E0,-1.183214493E1,1.971218115E1
6.164001458E0,1.426533508E1,-8.216264191E0,-1.122066650E1,1.992260372E1
6.173945458E0,1.456576035E1,-8.291557617E0,-1.048734146E1,1.977108073E1
6.183889458E0,1.424752213E1,-8.192463684E0,-9.822274475E0,1.914642065E1
6.193833458E0,1.335013824E1,-7.968080292E0,-9.178912354E0,1.805460957E1
6.203777458E0,1.163575333E1,-7.565417633E0,-8.554560699E0,1.630358268E1
6.213721458E0,9.067993011E0,-7.010521545E0,-8.082442474E0,1.402504139E1
6.223665458E0,6.306535492E0,-5.978567505E0,-7.887248383E0,1.173560166E1
6.233608458E0,3.049308929E0,-4.556524658E0,-7.956703949E0,9.662781154E0
6.243552458E0,-1.407073975E-2,-2.880160675E0,-8.252189484E0,8.740374979E0
6.253496458E0,-3.091371460E0,-1.107846222E0,-8.539442139E0,9.149096829E0
6.263440458E0,-6.831194458E0,8.375083923E-1,-9.094338226E0,1.140498250E1
6.273384458E0,-9.599837036E0,3.044219513E0,-9.963131561E0,1.416644395E1
6.283328458E0,-1.099044525E1,4.918022919E0,-1.069855225E1,1.610701265E1
6.293272458E0,-1.197704361E1,6.419101410E0,-1.136751114E1,1.771651055E1
6.303216458E0,-1.329759750E1,7.708819427E0,-1.234048782E1,1.971140878E1
6.313160458E0,-1.493264740E1,9.252858582E0,-1.314686096E1,2.194172517E1
6.323104458E0,-1.647354309E1,1.093745544E1,-1.442684921E1,2.447732689E1
6.333048458E0,-1.732946320E1,1.159129578E1,-1.559202621E1,2.603420277E1
6.342992458E0,-1.698532883E1,1.092428284E1,-1.500524643E1,2.515946683E1
6.352936458E0,-1.416549271E1,9.658664703E0,-1.303339691E1,2.153649049E1
6.362880458E0,-9.313332825E0,8.189320221E0,-1.069989944E1,1.637959041E1
6.372824458E0,-4.895719299E0,6.466253357E0,-8.434210968E0,1.170112877E1
6.382768458E0,-1.893262939E0,4.398902435E0,-6.022875366E0,7.694791412E0
6.392712458E0,1.125958557E0,2.492317200E0,-4.534370728E0,5.295275780E0
6.402656458E0,4.064348145E0,9.401948547E-1,-4.605921936E0,6.214290715E0
6.412599458E0,6.195017395E0,-5.861810303E-1,-5.193599854E0,8.105265459E0
6.422543458E0,7.728129272E0,-1.751358032E0,-6.413263550E0,1.019417414E1
6.432487458E0,8.637637939E0,-2.957100677E0,-8.068970490E0,1.218447858E1
6.442431458E0,9.600884857E0,-4.219874725E0,-9.755812683E0,1.432341488E1
6.452375458E0,1.088042404E1,-5.454357605E0,-1.119956039E1,1.653976412E1
6.462319458E0,1.222193436E1,-6.362818451E0,-1.211625412E1,1.834842642E1
6.472263458E0,1.326167221E1,-6.982978821E0,-1.248523682E1,1.950679577E1
6.482207458E0,1.384920044E1,-7.472910004E0,-1.227357697E1,1.995708967E1
6.492151458E0,1.405038208E1,-7.632178802E0,-1.161898819E1,1.976522897E1
6.502095458E0,1.371717499E1,-7.615114288E0,-1.084839066E1,1.907454941E1
