"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.409600583E1,-2.453248444E0,5.363047485E0,1.204275696E1,1.340927669E1
1.410595183E1,-2.569257202E0,5.244194641E0,1.110929810E1,1.255066389E1
1.411589683E1,-2.624791718E0,5.108127594E0,1.010578491E1,1.162365639E1
1.412584183E1,-2.500999146E0,5.037025452E0,9.252559204E0,1.082757932E1
1.413578683E1,-2.294428711E0,4.982838135E0,8.488697662E0,1.010698110E1
1.414573283E1,-2.076332245E0,4.829556885E0,7.872878265E0,9.466677742E0
1.415567783E1,-1.824855194E0,4.609215088E0,7.469766541E0,8.965063992E0
1.416562283E1,-1.649719391E0,4.461921387E0,7.263196106E0,8.682415229E0
1.417556783E1,-1.493893433E0,4.342469788E0,7.182214508E0,8.524844086E0
1.418551283E1,-1.402283936E0,4.215833130E0,7.073390808E0,8.352993879E0
1.419545883E1,-1.242117004E0,4.071383514E0,6.869514771E0,8.081413958E0
1.420540383E1,-9.644444275E-1,3.974684601E0,6.562203827E0,7.732450439E0
1.421534883E1,-6.084846497E-1,3.924987946E0,6.217470703E0,7.377853745E0
1.422529383E1,-1.914518738E-1,3.879482574E0,5.839057617E0,7.012961765E0
1.423523883E1,1.688488770E-1,3.880380707E0,5.522765350E0,6.751799870E0
1.424518483E1,4.864883423E-1,3.898792419E0,5.273683319E0,6.576396353E0
1.425512983E1,7.933502197E-1,3.886517944E0,4.983137512E0,6.369151103E0
1.426507483E1,1.029858398E0,3.901187439E0,4.769232330E0,6.247035199E0
1.427501983E1,1.183888092E0,3.940106506E0,4.705315247E0,6.250281743E0
1.428496583E1,1.330882416E0,3.932921448E0,4.765490112E0,6.320523327E0
1.429491083E1,1.409918060E0,3.916755066E0,4.886438599E0,6.419199433E0
1.430485583E1,1.432970123E0,3.904630280E0,5.044809265E0,6.538321001E0
1.431480083E1,1.400487671E0,3.877386932E0,5.174739075E0,6.616148399E0
1.432474583E1,1.340013428E0,3.867657166E0,5.194797363E0,6.613647071E0
1.433469183E1,1.197509766E0,3.871399384E0,5.228627014E0,6.615157086E0
1.434463683E1,9.421408081E-1,3.880231018E0,5.343288574E0,6.670423888E0
1.435458183E1,6.349795532E-1,3.976630554E0,5.473218384E0,6.795065053E0
1.436452683E1,3.965254211E-1,4.079466705E0,5.593568115E0,6.934499641E0
1.437447183E1,2.122586060E-1,4.130809937E0,5.659730530E0,7.010078039E0
1.438441783E1,3.607498169E-2,4.188440094E0,5.916746063E0,7.249290710E0
1.439436283E1,-1.261875916E-1,4.333488464E0,6.181695099E0,7.550390710E0
1.440430783E1,-2.636018372E-1,4.472249908E0,6.310427399E0,7.738992126E0
1.441425283E1,-2.553689575E-1,4.616849213E0,6.380631409E0,7.879909081E0
1.442419783E1,-1.079255676E-1,4.842729492E0,6.529871063E0,8.130368563E0
1.443414383E1,6.242019653E-2,5.092709656E0,6.750512238E0,8.456299627E0
1.444408883E1,2.053729248E-1,5.273982697E0,7.161108398E0,8.895984769E0
1.445403383E1,3.362008667E-1,5.485941925E0,7.731721802E0,9.486206399E0
1.446397883E1,3.749702454E-1,5.752088470E0,8.358468475E0,1.015337972E1
1.447392483E1,2.134561157E-1,6.064189453E0,8.843759308E0,1.072529887E1
1.448386983E1,-5.643264771E-2,6.336772614E0,9.113947449E0,1.110053647E1
1.449381483E1,-5.098397827E-1,6.551875305E0,9.288334808E0,1.137805652E1
1.450375983E1,-9.539662170E-1,6.866970062E0,9.549391937E0,1.180068709E1
1.451370483E1,-1.106199646E0,7.289691010E0,9.883347473E0,1.233060542E1
1.452365083E1,-1.049766998E0,7.792944489E0,1.019814285E1,1.287765942E1
1.453359583E1,-9.243278503E-1,8.094267883E0,1.039079224E1,1.320379180E1
1.454354083E1,-8.981323242E-1,8.032895508E0,1.049901718E1,1.325003448E1
1.455348583E1,-8.382568359E-1,8.086035004E0,1.058014847E1,1.334264510E1
1.456343083E1,-7.631130981E-1,8.319998474E0,1.062325882E1,1.351511540E1
1.457337683E1,-1.046773224E0,8.304730225E0,1.072938812E1,1.360823456E1
1.458332183E1,-1.408570862E0,8.113577728E0,1.094493988E1,1.369693120E1
1.459326683E1,-1.448537750E0,8.005801849E0,1.125150238E1,1.388479134E1
1.460321183E1,-1.272803192E0,7.965984650E0,1.155806488E1,1.409488571E1
1.461315683E1,-8.484356689E-1,7.762557678E0,1.168934189E1,1.405766192E1
1.462310283E1,-1.710942078E-1,7.436984711E0,1.156644745E1,1.375211698E1
1.463304783E1,4.837939453E-1,6.996001740E0,1.128787674E1,1.328887724E1
1.464299283E1,8.295748901E-1,6.543792114E0,1.117126923E1,1.297330590E1
1.465293783E1,9.934840393E-1,6.151008911E0,1.120300323E1,1.281909523E1
1.466288383E1,1.102158051E0,5.828130341E0,1.119357285E1,1.266798834E1
1.467282883E1,1.077908478E0,5.597160645E0,1.090572144E1,1.230548065E1
1.468277383E1,9.925859070E-1,5.456752625E0,1.043809387E1,1.182011758E1
1.469271883E1,9.136999512E-1,5.337899780E0,9.857451324E0,1.124710488E1
1.470266383E1,9.148974609E-1,5.272186432E0,9.234147491E0,1.067250987E1
1.471260983E1,1.003962250E0,5.214256897E0,8.596623230E0,1.010437262E1
1.472255483E1,1.134939880E0,5.174290009E0,8.026309204E0,9.616808466E0
1.473249983E1,1.343905334E0,5.209915924E0,7.625442810E0,9.332560395E0
1.474244483E1,1.457369385E0,5.135969696E0,7.410789185E0,9.133559360E0
1.475238983E1,1.367256775E0,4.910987549E0,7.375762024E0,8.965994380E0
1.476233583E1,1.106049957E0,4.578828278E0,7.420668640E0,8.789501577E0
1.477228083E1,7.917036438E-1,4.256099396E0,7.646099854E0,8.786581798E0
1.478222583E1,4.526586914E-1,3.961511993E0,7.854316864E0,8.808448817E0
1.479217083E1,1.779798889E-1,3.625011749E0,7.953261108E0,8.742239375E0
1.480211683E1,-8.726852417E-2,3.352578278E0,7.996670837E0,8.671455552E0
1.481206183E1,-3.206332397E-1,3.160527649E0,7.988138580E0,8.596632985E0
1.482200683E1,-4.646337891E-1,3.048710175E0,7.841892700E0,8.426493898E0
1.483195183E1,-5.641767883E-1,3.029699707E0,7.455396423E0,8.067236924E0
1.484189683E1,-5.559439087E-1,3.023562469E0,6.896758118E0,7.550912274E0
1.485184283E1,-5.565426636E-1,3.043770447E0,6.432573395E0,7.138086491E0
1.486178783E1,-5.703140259E-1,3.076701965E0,6.177354126E0,6.924670178E0
1.487173283E1,-4.954696655E-1,3.123255157E0,5.917045441E0,6.709071450E0
1.488167783E1,-4.016148376E-1,3.235372009E0,5.581593018E0,6.463985391E0
1.489162283E1,-3.233276367E-1,3.368145905E0,5.282215576E0,6.273017534E0
1.490156883E1,-3.029699707E-1,3.512595520E0,4.973707123E0,6.096546615E0
1.491151383E1,-2.689906311E-1,3.737877045E0,4.771627350E0,6.067331236E0
1.492145883E1,-2.453398132E-1,3.940256195E0,4.618046722E0,6.075538333E0
1.493140383E1,-3.252735901E-1,4.076921997E0,4.569397888E0,6.132413305E0
1.494134883E1,-4.384382629E-1,4.151317291E0,4.616250458E0,6.223779531E0
1.495129483E1,-5.685177612E-1,4.198618927E0,4.759203186E0,6.371940702E0
1.496123983E1,-6.962022400E-1,4.211941223E0,5.045258331E0,6.609067866E0
1.497118483E1,-7.111711121E-1,4.307891693E0,5.366640015E0,6.918418912E0
1.498112983E1,-6.307882690E-1,4.426894226E0,5.744903412E0,7.280055051E0
1.499107483E1,-4.872367859E-1,4.565655670E0,6.048921204E0,7.594212211E0
1.500102083E1,-3.873944092E-1,4.700974274E0,6.265221405E0,7.842335928E0
1.501096583E1,-3.356021118E-1,4.810396729E0,6.509812775E0,8.101247301E0
1.502091083E1,-3.125500488E-1,4.916825409E0,6.718179474E0,8.331074065E0
1.503085583E1,-3.867956543E-1,5.034630432E0,6.960974579E0,8.599551241E0
1.504080146E1,-3.920347595E-1,5.186714172E0,7.320227509E0,8.980057123E0
1.505074646E1,-3.320095825E-1,5.406307526E0,7.679330750E0,9.397367301E0
1.506069146E1,-2.656974792E-1,5.635331268E0,7.947123871E0,9.745990533E0
1.507063646E1,-3.592529297E-1,5.790259094E0,8.131240997E0,9.988655725E0
1.508058146E1,-4.987628174E-1,5.879174194E0,8.293204193E0,1.017795114E1
1.509052746E1,-5.806425476E-1,6.035898285E0,8.540489960E0,1.047421513E1
1.510047246E1,-5.929170227E-1,6.290818176E0,8.826694794E0,1.085525149E1
1.511041746E1,-5.330415344E-1,6.558760986E0,9.074130249E0,1.120898384E1
1.512036246E1,-5.117857361E-1,6.575376434E0,9.222022705E0,1.133768948E1
1.513030746E1,-5.528004456E-1,6.437962189E0,9.581724701E0,1.155691973E1
1.514025346E1,-5.792953491E-1,6.493047638E0,1.008767258E1,1.201067811E1
1.515019846E1,-6.816824341E-1,6.683751068E0,1.066711761E1,1.260653075E1
1.516014346E1,-9.734257507E-1,6.701713715E0,1.143546982E1,1.329024057E1
1.517008846E1,-1.144519958E0,6.550228729E0,1.222283249E1,1.391449088E1
1.518003346E1,-1.200054474E0,6.380332031E0,1.298355057E1,1.451624445E1
1.518997946E1,-1.348395996E0,6.234684906E0,1.394440247E1,1.533413929E1
1.519992446E1,-1.554217987E0,6.105653229E0,1.495255600E1,1.622570571E1
1.520986946E1,-1.880539398E0,5.787115631E0,1.567764816E1,1.681712781E1
1.521981446E1,-2.151625671E0,5.554349670E0,1.586595657E1,1.694723787E1
1.522975946E1,-2.210453339E0,5.508844299E0,1.548604660E1,1.658466487E1
1.523970546E1,-2.240391083E0,5.553301849E0,1.464778976E1,1.582454608E1
1.524965046E1,-2.252815247E0,5.489684143E0,1.355117020E1,1.479344525E1
1.525959546E1,-2.345622253E0,5.402415619E0,1.253568192E1,1.385031983E1
1.526954046E1,-2.471660156E0,5.404960327E0,1.163874710E1,1.306840213E1
1.527948646E1,-2.494412842E0,5.468877411E0,1.079420334E1,1.235498042E1
1.528943146E1,-2.406246185E0,5.372328186E0,9.945917358E0,1.155738738E1
1.529937646E1,-2.255958710E0,5.131029968E0,9.107510834E0,1.069409051E1
1.530932146E1,-2.022444305E0,4.928201752E0,8.447383575E0,9.986778397E0
1.531926646E1,-1.714833984E0,4.767885132E0,7.885302429E0,9.372906626E0
1.532921246E1,-1.488055573E0,4.593048706E0,7.359296265E0,8.801684345E0
1.533915746E1,-1.306483154E0,4.485871582E0,6.930138702E0,8.358035925E0
1.534910246E1,-1.050365753E0,4.329446869E0,6.470594330E0,7.855951208E0
1.535904746E1,-8.105644226E-1,4.169279938E0,5.995931396E0,7.347863852E0
1.536899246E1,-4.978646851E-1,4.157304840E0,5.559888153E0,6.960129959E0
1.537893846E1,-2.014810181E-1,4.137545929E0,5.152884521E0,6.611512672E0
1.538888346E1,5.373825073E-2,4.115691376E0,4.709506531E0,6.254698639E0
1.539882846E1,3.177891541E-1,4.110452271E0,4.326602783E0,5.976311526E0
1.540877346E1,6.451583862E-1,4.094285889E0,4.064497833E0,5.805131258E0
1.541871846E1,9.686357117E-1,4.124523010E0,3.854484558E0,5.727739206E0
1.542866446E1,1.149609375E0,4.156107330E0,3.807482300E0,5.752543031E0
1.543860946E1,1.246457977E0,4.119732971E0,3.857628021E0,5.779891971E0
1.544855446E1,1.234033813E0,4.057911530E0,3.988006897E0,5.821828273E0
1.545849946E1,1.156195679E0,4.044888611E0,4.104464722E0,5.877460589E0
1.546844446E1,1.093925171E0,4.035308533E0,4.247866516E0,5.960264858E0
1.547839046E1,9.813592529E-1,3.971391449E0,4.351600800E0,5.972557705E0
1.548833546E1,7.942483521E-1,3.939507751E0,4.599635010E0,6.107961525E0
1.549828046E1,5.367837524E-1,3.959865417E0,5.092110901E0,6.472886864E0
1.550822546E1,2.730322266E-1,3.970044250E0,5.532944183E0,6.815370077E0
1.551817046E1,-4.191284180E-3,3.986809387E0,5.876479797E0,7.101245064E0
1.552811646E1,-3.251239014E-1,4.004023590E0,6.177653503E0,7.368942480E0
1.553806146E1,-5.493576050E-1,4.127816162E0,6.532715149E0,7.747065720E0
1.554800646E1,-6.480024719E-1,4.257446594E0,6.867868195E0,8.106378491E0
1.555795146E1,-6.477030945E-1,4.324656830E0,7.168592834E0,8.397076826E0
1.556789646E1,-5.441184998E-1,4.405638428E0,7.553292847E0,8.761161323E0
1.557784246E1,-4.513114929E-1,4.595593414E0,7.993976440E0,9.231837316E0
1.558778746E1,-4.996609497E-1,4.859494629E0,8.337961121E0,9.663640347E0
1.559773246E1,-5.246589661E-1,5.189558258E0,8.478518829E0,9.954499660E0
1.560767746E1,-5.156776428E-1,5.491181030E0,8.535550232E0,1.016241164E1
1.561762346E1,-7.240443420E-1,5.726192322E0,8.758436737E0,1.048921984E1
1.562756846E1,-1.010698242E0,5.959257660E0,9.159452820E0,1.097405298E1
1.563751346E1,-1.276545410E0,6.111042023E0,9.611063690E0,1.146066962E1
1.564745846E1,-1.483265533E0,6.122268677E0,1.018003052E1,1.197143566E1
1.565740346E1,-1.475032654E0,6.177653503E0,1.075363770E1,1.248918924E1
1.566734946E1,-1.287023621E0,6.351741486E0,1.133832184E1,1.305980826E1
1.567729446E1,-1.040785675E0,6.690487061E0,1.166299667E1,1.348596839E1
1.568723946E1,-9.494755554E-1,7.012467499E0,1.150702103E1,1.350880221E1
1.569718446E1,-1.140777740E0,7.237150269E0,1.102023331E1,1.323341453E1
1.570712946E1,-1.213676147E0,7.401059418E0,1.053868469E1,1.293493585E1
1.571707546E1,-1.244811401E0,7.621101837E0,1.039213943E1,1.294709661E1
1.572702046E1,-1.412612457E0,7.798333282E0,1.067969147E1,1.329907086E1
1.573696546E1,-1.588646393E0,7.723039856E0,1.119551880E1,1.369338465E1
1.574691046E1,-1.650018768E0,7.386240234E0,1.172317154E1,1.395391908E1
1.575685546E1,-1.410067749E0,7.028035126E0,1.216011292E1,1.411559120E1
1.576680146E1,-9.529183960E-1,6.699019318E0,1.234677475E1,1.407933805E1
1.577674646E1,-5.755531311E-1,6.349795532E0,1.247266296E1,1.400780090E1
1.578669146E1,-2.227368164E-1,5.955964508E0,1.252490433E1,1.387070126E1
1.579663646E1,1.106199646E-1,5.655389557E0,1.229109055E1,1.353020970E1
1.580658146E1,2.631527710E-1,5.415737915E0,1.178304703E1,1.297072333E1
1.581652746E1,1.453477478E-1,5.179229736E0,1.119985977E1,1.234027575E1
1.582647246E1,1.314266968E-1,5.033283234E0,1.061592407E1,1.174942794E1
1.583641746E1,1.790277100E-1,4.910688171E0,1.006312363E1,1.119881094E1
1.584636246E1,2.954855347E-1,4.855303345E0,9.568701782E0,1.073412018E1
1.585630746E1,5.240602112E-1,4.830155640E0,9.124275970E0,1.033718794E1
1.586625346E1,7.732919312E-1,4.809498596E0,8.819360046E0,1.007523542E1
1.587619846E1,8.949888611E-1,4.730912018E0,8.602910156E0,9.858630571E0
1.588614346E1,7.951464844E-1,4.624183960E0,8.480165405E0,9.691673773E0
1.589608846E1,5.074447632E-1,4.434827728E0,8.360713806E0,9.477696583E0
1.590603346E1,5.388793945E-2,4.170028381E0,8.321195984E0,9.307757153E0
1.591597946E1,-4.945715332E-1,3.912264404E0,8.376880188E0,9.258646524E0
1.592592446E1,-9.509724426E-1,3.687881012E0,8.490194550E0,9.305279063E0
1.593586946E1,-1.274000702E0,3.472928009E0,8.483159180E0,9.254636482E0
1.594581446E1,-1.487756195E0,3.331621857E0,8.343499603E0,9.106432250E0
1.595575946E1,-1.512754211E0,3.248095551E0,8.081394653E0,8.840106874E0
1.596570546E1,-1.482217712E0,3.225492554E0,7.685018921E0,8.465239948E0
1.597565046E1,-1.389710083E0,3.196153564E0,7.244185638E0,8.038962451E0
1.598559546E1,-1.257085876E0,3.267255707E0,6.708000641E0,7.566538003E0
1.599554046E1,-1.220861206E0,3.290607147E0,6.299200745E0,7.211000451E0
1.600548546E1,-1.130898285E0,3.413351898E0,6.081553345E0,7.065068520E0
1.601543146E1,-1.081201630E0,3.502566376E0,5.945635986E0,6.984808907E0
1.602537646E1,-1.089883575E0,3.504063263E0,5.727838898E0,6.802532175E0
1.603532146E1,-1.056952057E0,3.515140228E0,5.468278656E0,6.586002576E0
1.604526696E1,-9.568103027E-1,3.572920074E0,5.306614838E0,6.468493244E0
1.605521196E1,-9.023236084E-1,3.757336578E0,5.213059387E0,6.489048793E0
1.606515796E1,-8.234376526E-1,4.021387482E0,5.071603546E0,6.524627911E0
1.607510296E1,-8.665480042E-1,4.018842773E0,4.804558868E0,6.323431711E0
1.608504796E1,-8.274792480E-1,4.099824371E0,4.415667572E0,6.082055729E0
1.609499296E1,-6.765930176E-1,4.251908112E0,4.277804260E0,6.069275903E0
1.610493896E1,-6.480024719E-1,4.388723602E0,4.352947998E0,6.215219894E0
1.611488396E1,-5.899232483E-1,4.437073059E0,4.613106995E0,6.427782115E0
1.612482896E1,-5.547463989E-1,4.425547028E0,5.120701447E0,6.790787389E0
1.613477396E1,-4.068539429E-1,4.472100220E0,5.662424927E0,7.226912657E0
1.614471896E1,-2.201921082E-1,4.598886566E0,6.115981750E0,7.655290653E0
1.615466396E1,-1.401086426E-1,4.677922211E0,6.509513397E0,8.017253352E0
1.616460996E1,-1.942959595E-1,4.735702057E0,6.922055511E0,8.389247725E0
1.617455496E1,-2.174977112E-1,4.858596497E0,7.404202881E0,8.858639030E0
1.618449996E1,-1.492396545E-1,5.062921600E0,7.924371185E0,9.404844831E0
1.619444496E1,-4.490661621E-4,5.385500793E0,8.228987732E0,9.834625468E0
1.620439096E1,2.318678284E-1,5.641468506E0,8.271948395E0,1.001524138E1
1.621433596E1,3.332070923E-1,5.840105438E0,8.267607422E0,1.012774363E1
1.622428096E1,2.406994629E-1,5.993985443E0,8.563092957E0,1.045525508E1
1.623422596E1,9.894424438E-2,6.143524475E0,9.022188263E0,1.091570263E1
1.624417096E1,-2.514770508E-2,6.409072266E0,9.446106720E0,1.141515536E1
1.625411696E1,-1.062789917E-2,6.791077881E0,9.630523224E0,1.178413464E1
1.626406196E1,-2.008822632E-1,6.937623138E0,9.721533966E0,1.194483952E1
1.627400696E1,-6.018983459E-1,6.656657410E0,9.864337006E0,1.191547372E1
1.628395196E1,-7.195536804E-1,6.486012268E0,1.014545242E1,1.206301445E1
1.629389696E1,-6.334826660E-1,6.528972931E0,1.051428543E1,1.239269890E1
1.630384296E1,-7.174580383E-1,6.338119812E0,1.100182159E1,1.271717686E1
1.631378796E1,-8.541238403E-1,6.020929413E0,1.158351196E1,1.308276989E1
1.632373296E1,-6.605763245E-1,6.066434784E0,1.218331467E1,1.362612008E1
1.633367796E1,-6.607260132E-1,5.962251434E0,1.274434799E1,1.408557442E1
1.634362296E1,-7.343728638E-1,5.942791901E0,1.319925201E1,1.449401024E1
1.635356896E1,-9.627978516E-1,5.814957733E0,1.347737366E1,1.470987131E1
1.636351396E1,-1.357527008E0,5.680237885E0,1.364921631E1,1.484618092E1
1.637345896E1,-1.721270599E0,5.630840607E0,1.356598938E1,1.478868508E1
1.638340396E1,-1.922452240E0,5.606591034E0,1.311407913E1,1.439127364E1
1.639334896E1,-1.769620056E0,5.600453796E0,1.221205490E1,1.355104877E1
1.640329496E1,-1.484313354E0,5.462141418E0,1.120150635E1,1.255037527E1
1.641323996E1,-1.308279419E0,5.339845734E0,1.037133270E1,1.173840234E1
1.642318496E1,-1.204096069E0,5.330864410E0,9.743388519E0,1.117146286E1
1.643312996E1,-1.037941589E0,5.344935150E0,9.133257294E0,1.063306368E1
1.644307496E1,-9.503736877E-1,5.251978455E0,8.446784821E0,9.991729662E0
1.645302096E1,-8.949888611E-1,5.066514130E0,7.960446167E0,9.478358173E0
1.646296596E1,-8.099656677E-1,4.949158173E0,7.643106079E0,9.141514182E0
1.647291096E1,-6.635700989E-1,4.833748169E0,7.355554047E0,8.826642735E0
1.648285596E1,-5.602848816E-1,4.669240265E0,7.106771393E0,8.521849766E0
1.649280096E1,-3.948788452E-1,4.504732361E0,6.890620880E0,8.241917196E0
1.650274696E1,-2.177970886E-1,4.419559479E0,6.679410095E0,8.012144580E0
1.651269196E1,-7.065307617E-2,4.314477997E0,6.490203552E0,7.793744568E0
1.652263696E1,1.154100037E-1,4.228107605E0,6.217919769E0,7.520155560E0
1.653258196E1,2.432441711E-1,4.151167603E0,5.918692017E0,7.233413812E0
1.654252696E1,3.736230469E-1,4.097878418E0,5.704936523E0,7.034095709E0
1.655247296E1,5.876779175E-1,4.065545654E0,5.503455505E0,6.867463091E0
1.656241796E1,7.557783508E-1,4.008663940E0,5.434748383E0,6.795371769E0
1.657236296E1,8.177494812E-1,4.039948883E0,5.474116516E0,6.852434080E0
1.658230796E1,7.518864441E-1,4.040397949E0,5.556445312E0,6.911167291E0
1.659225296E1,5.745053101E-1,4.013603668E0,5.699697418E0,6.994685226E0
1.660219896E1,4.625381470E-1,4.049828339E0,5.800886993E0,7.089805429E0
1.661214396E1,3.839515686E-1,4.066443787E0,5.938151550E0,7.207289901E0
1.662208896E1,2.576142883E-1,4.099674683E0,6.013594666E0,7.282651881E0
1.663203396E1,-1.496887207E-4,4.137246552E0,6.161187744E0,7.421390939E0
1.664197896E1,-2.709365845E-1,4.203708344E0,6.423891449E0,7.681858617E0
1.665192496E1,-4.833448792E-1,4.308340759E0,6.643634491E0,7.933051218E0
1.666186996E1,-6.363267517E-1,4.334236908E0,6.819069672E0,8.104951110E0
1.667181496E1,-7.313790894E-1,4.384981384E0,6.940616913E0,8.242277613E0
1.668175996E1,-8.723858643E-1,4.421355743E0,7.117998047E0,8.424686338E0
1.669170496E1,-1.058598633E0,4.560266876E0,7.334148560E0,8.700942486E0
1.670165096E1,-1.238225098E0,4.771028595E0,7.516170044E0,8.988254968E0
1.671159596E1,-1.375938721E0,4.949008484E0,7.799680481E0,9.339213454E0
1.672154096E1,-1.412163391E0,5.162165222E0,8.071515198E0,9.684601841E0
1.673148596E1,-1.250050507E0,5.383854218E0,8.128546600E0,9.829637956E0
1.674143096E1,-1.052611084E0,5.484445038E0,7.985593872E0,9.744579876E0
1.675137696E1,-8.545729065E-1,5.596412201E0,7.908354492E0,9.725851898E0
1.676132196E1,-6.755451965E-1,5.794001312E0,8.153394928E0,1.002520131E1
1.677126696E1,-6.165678406E-1,6.004313965E0,8.577912140E0,1.048868527E1
1.678121196E1,-7.497908020E-1,6.157744904E0,8.921447754E0,1.086610503E1
1.679115696E1,-1.006506958E0,6.216572571E0,9.190887451E0,1.114142015E1
1.680110296E1,-1.189127197E0,6.220015411E0,9.417665863E0,1.134879049E1
1.681104796E1,-1.219364319E0,6.290219421E0,9.597292328E0,1.153957234E1
1.682099296E1,-1.106948090E0,6.458319855E0,9.691895599E0,1.169906277E1
1.683093796E1,-1.046623535E0,6.731352081E0,9.650132446E0,1.181234853E1
1.684088296E1,-1.046623535E0,6.952891388E0,9.492360535E0,1.181283319E1
1.685082896E1,-1.118324432E0,7.083569641E0,9.421258392E0,1.184008945E1
1.686077396E1,-1.199306030E0,7.145391083E0,9.476343842E0,1.192879044E1
1.687071896E1,-1.167122955E0,7.327262878E0,9.620943146E0,1.214962980E1
1.688066396E1,-1.272803192E0,7.444768524E0,9.882748718E0,1.243838127E1
1.689060896E1,-1.540446625E0,7.340435486E0,1.015473312E1,1.262432468E1
1.690055496E1,-1.702409821E0,7.121590576E0,1.038465500E1,1.270654599E1
1.691049996E1,-1.659000092E0,6.881639557E0,1.064556244E1,1.278425766E1
1.692044496E1,-1.332379303E0,6.734794922E0,1.080333435E1,1.280018478E1
1.693038996E1,-7.747888184E-1,6.562203827E0,1.070603668E1,1.258101897E1
1.694033496E1,-2.318678284E-1,6.245761871E0,1.045800247E1,1.218331317E1
1.695028096E1,1.477427673E-1,5.967640228E0,1.015518219E1,1.177974037E1
1.696022596E1,3.296145630E-1,5.804030457E0,1.002929398E1,1.159233164E1
1.697017096E1,3.893403625E-1,5.699697418E0,9.922266541E0,1.144943273E1
1.698011596E1,4.089495850E-1,5.483546906E0,9.669891357E0,1.112399772E1
1.699006096E1,5.557942200E-1,5.337600403E0,9.396260376E0,1.082074833E1
1.700000696E1,7.899073792E-1,5.380411377E0,9.138197021E0,1.063388100E1
1.700995196E1,9.282197571E-1,5.365292816E0,8.938212891E0,1.046611717E1
1.701989696E1,1.013542328E0,5.341791687E0,8.692274323E0,1.025268937E1
1.702984196E1,1.080453186E0,5.307213593E0,8.359965363E0,9.961070026E0
1.703978671E1,1.021026764E0,5.269192657E0,8.099656677E0,9.716549038E0
1.704973271E1,8.562194824E-1,5.213508453E0,7.939938812E0,9.537107032E0
1.705967771E1,5.378315735E-1,5.000800781E0,7.926167450E0,9.387300022E0
1.706962271E1,1.032852173E-2,4.673281860E0,8.144712982E0,9.390208708E0
1.707956771E1,-4.646337891E-1,4.370910645E0,8.555159454E0,9.618289750E0
1.708951271E1,-7.770341492E-1,4.134402466E0,8.917406158E0,9.859878215E0
1.709945771E1,-1.105002136E0,3.902235260E0,9.145681458E0,1.000459690E1
1.710940371E1,-1.309925995E0,3.712879028E0,9.123976593E0,9.937219212E0
1.711934871E1,-1.299148407E0,3.601660309E0,8.900341644E0,9.688953759E0
1.712929371E1,-1.095871124E0,3.556154938E0,8.439899139E0,9.223831576E0
1.713923871E1,-9.171427917E-1,3.531755676E0,7.742050323E0,8.558842928E0
1.714918371E1,-8.256829834E-1,3.513044586E0,7.084168396E0,7.950388451E0
1.715912971E1,-7.879614258E-1,3.547023926E0,6.607260132E0,7.540434231E0
1.716907471E1,-7.165599060E-1,3.601809998E0,6.198460236E0,7.204679219E0
1.717901971E1,-6.322851562E-1,3.685785370E0,5.785618744E0,6.888989952E0
1.718896471E1,-5.771997070E-1,3.753294983E0,5.405708771E0,6.606214502E0
1.719890971E1,-4.887336731E-1,3.842509460E0,5.136867828E0,6.433595468E0
1.720885571E1,-4.791535950E-1,3.824097748E0,5.005441132E0,6.317258319E0
1.721880071E1,-3.632945251E-1,4.010759583E0,4.871170349E0,6.320322453E0
1.722874571E1,-3.082090759E-1,4.145479431E0,4.802612915E0,6.351777968E0
1.723869071E1,-4.237687683E-1,4.250860291E0,4.837490387E0,6.453735850E0
1.724863571E1,-5.866300964E-1,4.349505157E0,5.000800781E0,6.653595903E0
1.725858171E1,-6.968009949E-1,4.433330841E0,5.188959503E0,6.860412138E0
1.726852671E1,-6.843768311E-1,4.502187653E0,5.422773285E0,7.081280633E0
1.727847171E1,-6.384223938E-1,4.596641235E0,5.600453796E0,7.273360745E0
1.728841671E1,-5.507048035E-1,4.641847229E0,5.823190613E0,7.467233115E0
1.729836171E1,-4.679269409E-1,4.761149139E0,6.166426849E0,7.804634318E0
1.730830771E1,-2.984793091E-1,4.921016693E0,6.537954254E0,8.188427262E0
1.731825271E1,-2.971321106E-1,5.062472534E0,6.981631622E0,8.629026351E0
1.732819771E1,-3.129991150E-1,5.222639465E0,7.455845490E0,9.108433641E0
1.733814271E1,-2.412982178E-1,5.413043518E0,7.798632660E0,9.496206417E0
1.734808771E1,-1.510359192E-1,5.650300140E0,7.974217529E0,9.774295306E0
1.735803371E1,-9.265731812E-2,5.890999603E0,8.105045471E0,1.002019081E1
1.736797871E1,-2.183958435E-1,6.029012604E0,8.123606873E0,1.011877850E1
1.737792371E1,-5.252577209E-1,6.027066650E0,8.192313995E0,1.018407761E1
1.738786871E1,-7.369175720E-1,6.123615875E0,8.455616455E0,1.046609615E1
1.739781371E1,-7.439529419E-1,6.468199310E0,8.812324677E0,1.095664796E1
1.740775971E1,-5.902226257E-1,6.877747650E0,9.045839081E0,1.137888308E1
1.741770471E1,-4.752616882E-1,7.000791779E0,9.175020447E0,1.155066922E1
1.742764971E1,-5.165757751E-1,6.810238037E0,9.324409790E0,1.155814910E1
