"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.656971333E0,2.990780640E-1,3.575614471E0,5.330265656E0,6.425433720E0
6.666917333E0,3.712280273E-2,3.665427704E0,5.627697144E0,6.716227624E0
6.676862333E0,-1.965412903E-1,3.814667358E0,5.957611084E0,7.076965830E0
6.686807333E0,-3.544628906E-1,4.004772034E0,6.145470428E0,7.343749027E0
6.696753333E0,-4.914280701E-1,4.204007721E0,6.131699066E0,7.450699021E0
6.706698333E0,-6.370751953E-1,4.343367920E0,6.032305756E0,7.460524273E0
6.716643333E0,-7.521858215E-1,4.458478546E0,6.173911285E0,7.652515601E0
6.726588333E0,-6.930587769E-1,4.626878357E0,6.563700714E0,8.060428082E0
6.736533333E0,-5.266049194E-1,4.796325989E0,7.125931549E0,8.605867543E0
6.746479333E0,-4.261637878E-1,4.909340973E0,7.577392731E0,9.038812143E0
6.756424333E0,-2.405497742E-1,4.981041870E0,7.834707642E0,9.287157053E0
6.766369333E0,-8.202941895E-2,5.075495453E0,8.096812592E0,9.556451070E0
6.776314333E0,-2.275268555E-2,5.232668610E0,8.375832367E0,9.876026848E0
6.786260333E0,2.664459229E-2,5.400170288E0,8.756939850E0,1.028817499E1
6.796205333E0,-2.948867798E-2,5.482948151E0,9.142238617E0,1.066039947E1
6.806150333E0,-1.658551025E-1,5.510939941E0,9.515562286E0,1.099744937E1
6.816096333E0,-3.975732422E-1,5.404211884E0,1.020637573E1,1.155567723E1
6.826041333E0,-6.749464417E-1,5.371280365E0,1.105047043E1,1.230524694E1
6.835986333E0,-7.887098694E-1,5.543123016E0,1.153216873E1,1.281948484E1
6.845931333E0,-5.260061646E-1,5.852080536E0,1.164772842E1,1.304580801E1
6.855877333E0,-1.898052979E-1,6.152954865E0,1.133682495E1,1.290032866E1
6.865822333E0,-1.465452576E-1,6.285130005E0,1.092488159E1,1.260465678E1
6.875767333E0,-2.929408264E-1,6.381828918E0,1.076052338E1,1.251408878E1
6.885712333E0,-4.701722717E-1,6.574777679E0,1.078417419E1,1.263911297E1
6.895658333E0,-8.030799866E-1,6.693780212E0,1.097113541E1,1.287701220E1
6.905603333E0,-1.172212372E0,6.567442932E0,1.134341125E1,1.315972520E1
6.915548333E0,-1.317859497E0,6.261479187E0,1.184322189E1,1.346123249E1
6.925493333E0,-1.065334625E0,5.947432251E0,1.230231720E1,1.370598033E1
6.935438333E0,-5.300477600E-1,5.712271271E0,1.252101242E1,1.377268114E1
6.945384333E0,6.885681152E-3,5.400020599E0,1.243943207E1,1.356096383E1
6.955329333E0,4.131408691E-1,5.083878021E0,1.228180984E1,1.329884785E1
6.965274333E0,5.212161255E-1,4.874164124E0,1.209933929E1,1.305462192E1
6.975220333E0,3.625460815E-1,4.828059998E0,1.178708862E1,1.274272582E1
6.985165333E0,9.011260986E-2,4.804259491E0,1.134266281E1,1.231848323E1
6.995110333E0,-1.336720276E-1,4.771327972E0,1.079225739E1,1.180068889E1
7.005055333E0,-1.984872437E-1,4.788542175E0,1.021535706E1,1.128375173E1
7.015000333E0,-1.294807434E-1,4.748575287E0,9.661508789E0,1.076617316E1
7.024946333E0,7.185058594E-2,4.684508514E0,9.181007996E0,1.030731247E1
7.034892208E0,3.124003601E-1,4.708907776E0,8.833131409E0,1.001476994E1
7.044837208E0,4.028123474E-1,4.667444000E0,8.578660583E0,9.774492759E0
7.054782208E0,4.562512207E-1,4.519102478E0,8.428223419E0,9.574205052E0
7.064728208E0,3.487747192E-1,4.297263794E0,8.336164856E0,9.385082015E0
7.074673208E0,1.008901978E-1,4.033661957E0,8.281827850E0,9.212452451E0
7.084618208E0,-1.279838562E-1,3.786675568E0,8.241711273E0,9.070892813E0
7.094563208E0,-3.348536682E-1,3.544329529E0,8.141719208E0,8.886055956E0
7.104509208E0,-4.713697815E-1,3.356919250E0,7.982300720E0,8.672267357E0
7.114454208E0,-5.740562439E-1,3.198548584E0,7.832162933E0,8.479565427E0
7.124399208E0,-6.592291260E-1,3.024310913E0,7.579488373E0,8.187165781E0
7.134344208E0,-6.945556641E-1,2.901715851E0,7.265890503E0,7.854650040E0
7.144290208E0,-6.345304871E-1,2.827470245E0,6.963968353E0,7.542815930E0
7.154235208E0,-5.351371765E-1,2.829865265E0,6.690636749E0,7.284169776E0
7.164180208E0,-4.231700134E-1,2.876867523E0,6.449039154E0,7.074287640E0
7.174125208E0,-3.848497009E-1,2.891087952E0,6.217919769E0,6.867970959E0
7.184071208E0,-2.814147949E-1,2.864143982E0,5.999224548E0,6.653811706E0
7.194016208E0,-1.149609375E-1,2.917433167E0,5.851032715E0,6.539053152E0
7.203961208E0,8.726852417E-2,3.044369202E0,5.710325317E0,6.471755161E0
7.213906208E0,1.986369324E-1,3.145558777E0,5.624403992E0,6.447318583E0
7.223852208E0,2.267784119E-1,3.237018585E0,5.483546906E0,6.371734806E0
7.233797208E0,2.866539001E-1,3.378025360E0,5.329068146E0,6.316026686E0
7.243742208E0,2.517764282E-1,3.529809723E0,5.346432037E0,6.411496204E0
7.253687208E0,2.408491516E-1,3.656147003E0,5.409001923E0,6.533201437E0
7.263633208E0,2.188449097E-1,3.764371948E0,5.513634338E0,6.679712035E0
7.273578208E0,1.877096558E-1,3.808679810E0,5.708678741E0,6.865150383E0
7.283523208E0,2.365081787E-1,3.839365997E0,5.923182678E0,7.062631267E0
7.293468208E0,3.390449524E-1,3.870650940E0,6.249653778E0,7.359012333E0
7.303414208E0,4.689747620E-1,3.921694794E0,6.810537415E0,7.872931300E0
7.313359208E0,5.327421570E-1,4.007765808E0,7.448660431E0,8.475172163E0
7.323304208E0,5.915698242E-1,4.147126007E0,7.888445892E0,8.931751652E0
7.333249208E0,5.650749207E-1,4.319567413E0,7.946525116E0,9.062297376E0
7.343195208E0,5.614823914E-1,4.499792633E0,7.837102661E0,9.054478137E0
7.353140208E0,5.986051941E-1,4.735552368E0,7.776029663E0,9.124166906E0
7.363085208E0,5.584886169E-1,4.996010742E0,7.810458069E0,9.288449177E0
7.373030208E0,5.090913391E-1,5.123096466E0,8.175099792E0,9.661135959E0
7.382976208E0,4.158352661E-1,5.210664368E0,8.933572540E0,1.035049083E1
7.392921208E0,4.065545654E-1,5.332510986E0,9.774374084E0,1.114178391E1
7.402866208E0,4.843927002E-1,5.522465973E0,1.038270905E1,1.177000059E1
7.412811208E0,6.647676086E-1,5.709726562E0,1.054751633E1,1.201220188E1
7.422757208E0,9.351054382E-1,6.018983459E0,1.050290909E1,1.214140368E1
7.432702208E0,1.017134857E0,6.338718567E0,1.055649765E1,1.235530489E1
7.442647208E0,6.947053528E-1,6.367907867E0,1.082952988E1,1.258219311E1
7.452592208E0,3.613485718E-1,6.189778290E0,1.113474518E1,1.274466470E1
7.462538208E0,2.043251038E-1,6.175108795E0,1.136601425E1,1.293676920E1
7.472483208E0,3.996688843E-2,6.264023895E0,1.175595337E1,1.332073693E1
7.482428208E0,-3.628454590E-1,6.084247742E0,1.238105347E1,1.380000769E1
7.492373208E0,-5.828878784E-1,5.857768707E0,1.283775375E1,1.412307098E1
7.502319208E0,-6.462062073E-1,5.719456329E0,1.304312668E1,1.425667972E1
7.512264208E0,-8.397537231E-1,5.515430603E0,1.315464478E1,1.428880122E1
7.522209208E0,-1.154698792E0,5.212760010E0,1.315569260E1,1.419783237E1
7.532154208E0,-1.418450317E0,4.974156189E0,1.304507263E1,1.403310910E1
7.542100208E0,-1.383123779E0,4.915328522E0,1.283745438E1,1.381570558E1
7.552045208E0,-1.143322449E0,4.926106110E0,1.248179398E1,1.346732670E1
7.561990208E0,-9.318122864E-1,4.932692413E0,1.192959229E1,1.294275476E1
7.571935208E0,-9.057664490E-1,4.909490662E0,1.121378082E1,1.227486830E1
7.581881208E0,-9.931846619E-1,4.887785797E0,1.043150757E1,1.156257826E1
7.591826208E0,-1.063538361E0,4.862937469E0,9.599687347E0,1.081356888E1
7.601771208E0,-1.077160034E0,4.773273926E0,8.833430786E0,1.009821356E1
7.611716208E0,-1.050216064E0,4.692142639E0,8.265062714E0,9.561925433E0
7.621662208E0,-9.120533752E-1,4.621639252E0,7.874824219E0,9.176287224E0
7.631607208E0,-8.315208435E-1,4.486170959E0,7.576793976E0,8.844487760E0
7.641552208E0,-7.915539551E-1,4.350103912E0,7.399263153E0,8.619690071E0
7.651497208E0,-7.435038757E-1,4.257446594E0,7.241042175E0,8.432754076E0
7.661442208E0,-7.063810730E-1,4.144431610E0,7.176975403E0,8.317707829E0
7.671388208E0,-5.065466309E-1,4.033063202E0,7.144492950E0,8.219852055E0
7.681333208E0,-1.526824951E-1,3.955823822E0,7.122488708E0,8.148723793E0
7.691278208E0,2.149530029E-1,3.962709503E0,7.065157928E0,8.103439267E0
7.701223208E0,5.647755432E-1,3.985312500E0,7.015161896E0,8.087903533E0
7.711169208E0,7.939489746E-1,4.008214874E0,6.914271698E0,8.031394310E0
7.721114208E0,9.605525208E-1,4.004173279E0,6.761589203E0,7.916764070E0
7.731059208E0,1.010698242E0,4.032913513E0,6.558461609E0,7.765263744E0
7.741004208E0,1.022373962E0,4.024231567E0,6.318660278E0,7.560764243E0
7.750950208E0,1.005908203E0,4.048780518E0,6.085744629E0,7.378398382E0
7.760895208E0,1.004411316E0,4.090992737E0,5.868097229E0,7.223546826E0
7.770840208E0,9.547146606E-1,4.058061218E0,5.664370880E0,7.033095933E0
7.780785208E0,8.072712708E-1,3.985611877E0,5.552254028E0,6.882173620E0
7.790731208E0,7.713459778E-1,3.946393433E0,5.538931732E0,6.844615437E0
7.800676208E0,7.363188171E-1,3.952979736E0,5.642815704E0,6.928894809E0
7.810621208E0,6.637197876E-1,3.910168762E0,5.743406525E0,6.979732245E0
7.820566208E0,5.652246094E-1,3.851790161E0,5.921835480E0,7.086882372E0
7.830512208E0,3.996688843E-1,3.819158020E0,6.157445526E0,7.256709902E0
7.840457208E0,2.402503967E-1,3.831432495E0,6.349645844E0,7.419945927E0
7.850402208E0,1.721420288E-2,3.824247437E0,6.435417480E0,7.485971075E0
7.860347208E0,-2.366578674E-1,3.873345337E0,6.412814484E0,7.495532046E0
7.870293208E0,-2.878514099E-1,3.970942383E0,6.367309113E0,7.509585020E0
7.880238208E0,-3.134481812E-1,4.089645538E0,6.402485962E0,7.603635767E0
7.890183208E0,-2.718347168E-1,4.249213715E0,6.503974915E0,7.773763631E0
7.900128208E0,-1.031355286E-1,4.445904694E0,6.594237213E0,7.953657643E0
7.910074208E0,1.176553345E-1,4.627028046E0,6.752607880E0,8.186632060E0
7.920019208E0,2.219883728E-1,4.683610382E0,7.066954193E0,8.480997973E0
7.929964208E0,2.847079468E-1,4.741689606E0,7.565866699E0,8.933477366E0
7.939909208E0,3.472778320E-1,4.882546692E0,8.147257690E0,9.504613194E0
7.949855208E0,3.576063538E-1,5.026397552E0,8.775650940E0,1.011951600E1
7.959800208E0,2.930905151E-1,5.169050903E0,9.237141266E0,1.058913443E1
7.969745208E0,1.797761536E-1,5.264103241E0,9.656119995E0,1.099926160E1
7.979690208E0,1.076261902E-1,5.292544098E0,1.018437149E1,1.147798018E1
7.989636208E0,-6.436614990E-3,5.460494843E0,1.064661026E1,1.196525618E1
7.999581208E0,3.562591553E-2,5.856720886E0,1.086874832E1,1.234634111E1
8.009526208E0,-2.514770508E-2,6.270909576E0,1.067160828E1,1.237772849E1
8.019471208E0,-2.950364685E-1,6.436465302E0,1.037687119E1,1.221452364E1
8.029416708E0,-5.953120422E-1,6.341862030E0,1.030771500E1,1.211703755E1
8.039361708E0,-8.318202209E-1,6.413712616E0,1.044572800E1,1.228579944E1
8.049306708E0,-1.008003845E0,6.584507446E0,1.088835754E1,1.276433077E1
8.059251708E0,-1.168170776E0,6.529272308E0,1.148621429E1,1.326382821E1
8.069197708E0,-1.095721436E0,6.382876740E0,1.194216614E1,1.358517769E1
8.079142708E0,-8.861572266E-1,6.215824127E0,1.224962677E1,1.376499547E1
8.089087708E0,-6.848258972E-1,6.072721710E0,1.239018448E1,1.381533955E1
8.099032708E0,-4.085005188E-1,5.869594116E0,1.223211319E1,1.357363624E1
8.108977708E0,7.783813477E-2,5.595065002E0,1.184576660E1,1.310087774E1
8.118923708E0,5.830375671E-1,5.395080872E0,1.145897095E1,1.267891342E1
8.128868708E0,8.020321655E-1,5.180427246E0,1.129536118E1,1.245252047E1
8.138813708E0,9.211843872E-1,4.990472260E0,1.117740646E1,1.227549630E1
8.148758708E0,1.021924896E0,4.869823151E0,1.096679443E1,1.204284386E1
8.158704708E0,9.639953613E-1,4.750521240E0,1.075767929E1,1.179933908E1
8.168649708E0,7.523355103E-1,4.622687073E0,1.061352905E1,1.160095873E1
8.178594708E0,5.029541016E-1,4.433330841E0,1.045366150E1,1.136602058E1
8.188539708E0,3.839515686E-1,4.274660797E0,1.023601410E1,1.109937513E1
8.198485708E0,2.261796570E-1,4.109404449E0,1.002809647E1,1.083979155E1
8.208430708E0,-5.703140259E-2,3.895050201E0,9.800120544E0,1.054594857E1
8.218375708E0,-3.652404785E-1,3.614234161E0,9.629026337E0,1.029146430E1
8.228320708E0,-6.735992432E-1,3.329825592E0,9.550140381E0,1.013640250E1
8.238266708E0,-9.849517822E-1,3.038830719E0,9.511221313E0,1.003334207E1
8.248211708E0,-1.237326965E0,2.776426392E0,9.367819519E0,9.848632599E0
8.258156708E0,-1.337319031E0,2.613415375E0,9.014554138E0,9.480535239E0
8.268101708E0,-1.296154633E0,2.540067902E0,8.494834900E0,8.960702079E0
8.278047708E0,-1.182690582E0,2.485281830E0,7.841892700E0,8.310876242E0
8.287992708E0,-1.105151825E0,2.422262878E0,7.206164703E0,7.682286622E0
8.297937708E0,-9.611512756E-1,2.463127899E0,6.661597137E0,7.167125452E0
8.307882708E0,-8.946894836E-1,2.496957550E0,6.137387238E0,6.686014387E0
8.317828708E0,-7.897576904E-1,2.611918488E0,5.692961426E0,6.313132756E0
8.327773708E0,-6.815327454E-1,2.699935455E0,5.398074646E0,6.073989482E0
8.337718708E0,-5.854325867E-1,2.831811218E0,5.182373199E0,5.934549525E0
8.347663708E0,-4.505630493E-1,2.905607758E0,5.016667786E0,5.814853323E0
8.357609708E0,-3.279679871E-1,2.964285736E0,4.901557159E0,5.737579238E0
8.367554708E0,-2.201921082E-1,3.051853638E0,4.913232880E0,5.788104398E0
8.377499708E0,-1.619631958E-1,3.193309479E0,5.032235413E0,5.962117975E0
8.387444708E0,-1.930984497E-1,3.318149872E0,5.232518921E0,6.198924087E0
8.397390708E0,-2.824626160E-1,3.487896881E0,5.447022858E0,6.474200166E0
8.407335708E0,-4.134402466E-1,3.633843384E0,5.629194031E0,6.712940936E0
8.417280708E0,-5.593867493E-1,3.683989105E0,5.849685516E0,6.935669391E0
8.427225708E0,-7.497908020E-1,3.659440155E0,6.112239532E0,7.163320501E0
8.437170708E0,-7.560777283E-1,3.666325836E0,6.543343048E0,7.538496993E0
8.447116708E0,-6.905140686E-1,3.684887238E0,7.192992096E0,8.111370965E0
8.457061708E0,-5.581892395E-1,3.777694244E0,8.002957764E0,8.867349209E0
8.467006708E0,-3.376977539E-1,3.974534912E0,8.636141052E0,9.512828171E0
8.476951708E0,-4.161346436E-2,4.180356903E0,8.986412659E0,9.911242505E0
8.486897708E0,1.529818726E-1,4.400698700E0,8.977281647E0,9.999056869E0
8.496842708E0,2.020797729E-1,4.617298279E0,8.817264404E0,9.955120853E0
8.506787708E0,1.191522217E-1,4.895120544E0,8.683891754E0,9.969271708E0
8.516732708E0,-5.089416504E-2,5.172643433E0,8.625363464E0,1.005762025E1
8.526678708E0,-2.145039368E-1,5.411995697E0,8.751850433E0,1.029225900E1
8.536623708E0,-2.429447937E-1,5.650300140E0,8.955576782E0,1.059184919E1
8.546568708E0,-1.679507446E-1,5.884413300E0,9.172924805E0,1.089940718E1
8.556513708E0,-3.487747192E-2,6.065536652E0,9.458680573E0,1.123648475E1
8.566459708E0,2.095642090E-1,6.248456268E0,9.902058563E0,1.171058866E1
8.576404708E0,5.670208740E-1,6.602021027E0,1.038001465E1,1.231474313E1
8.586349708E0,7.664062500E-1,6.955286407E0,1.063238983E1,1.272835815E1
8.596294708E0,4.995112610E-1,6.949149170E0,1.084614532E1,1.289104550E1
8.606240708E0,-3.038681030E-2,6.712491302E0,1.119566849E1,1.305379086E1
8.616185708E0,-6.965016174E-1,6.381679230E0,1.179023209E1,1.342462353E1
8.626130708E0,-1.346450043E0,5.964047699E0,1.256487122E1,1.397350283E1
8.636075708E0,-1.853595428E0,5.429209900E0,1.371792343E1,1.486921516E1
8.646021708E0,-2.246977386E0,4.917873230E0,1.487202347E1,1.582439467E1
8.655966708E0,-2.153122559E0,4.509073334E0,1.541389664E1,1.620357641E1
8.665911708E0,-1.836680603E0,4.084107056E0,1.525178375E1,1.589560423E1
8.675856708E0,-1.263073425E0,3.945644989E0,1.442385544E1,1.500703417E1
8.685802708E0,-6.035449219E-1,4.018992462E0,1.312006668E1,1.373509070E1
8.695747708E0,-3.053649902E-1,4.121229858E0,1.196342194E1,1.265706316E1
8.705692708E0,-7.798782349E-2,4.393214264E0,1.102711899E1,1.187028925E1
8.715637708E0,6.062393188E-2,4.550387421E0,1.027538223E1,1.123802389E1
8.725582708E0,7.439529419E-2,4.576732635E0,9.805359650E0,1.082114107E1
8.735528708E0,2.275268555E-2,4.634811859E0,9.638307037E0,1.069481001E1
8.745473708E0,-6.316864014E-2,4.667294312E0,9.626182251E0,1.069817794E1
8.755418708E0,-2.465373230E-1,4.547992401E0,9.455836487E0,1.049561143E1
8.765363708E0,-3.757186890E-1,4.323459320E0,9.138646088E0,1.011673452E1
8.775309708E0,-4.957690430E-1,4.085903320E0,8.796307983E0,9.711612998E0
8.785254708E0,-6.735992432E-1,3.860172729E0,8.576265564E0,9.429050878E0
8.795199708E0,-8.297245789E-1,3.658242645E0,8.518485718E0,9.307834391E0
8.805144708E0,-9.728269958E-1,3.493285675E0,8.619375916E0,9.351100381E0
8.815090708E0,-9.198371887E-1,3.413950653E0,8.683891754E0,9.376093830E0
8.825035708E0,-7.716453552E-1,3.325783997E0,8.635841675E0,9.286228361E0
8.834980708E0,-5.661227417E-1,3.251239014E0,8.455616455E0,9.076811099E0
8.844925708E0,-3.378474426E-1,3.278033295E0,8.194559326E0,8.832352219E0
8.854871708E0,-2.270777893E-1,3.303779755E0,7.924520874E0,8.588629464E0
8.864816708E0,-1.341210938E-1,3.362607422E0,7.629185028E0,8.338439982E0
8.874761708E0,1.646575928E-2,3.468736725E0,7.297923889E0,8.080352633E0
8.884706708E0,8.756790161E-2,3.534150696E0,7.026388550E0,7.865623010E0
8.894652708E0,2.290237427E-1,3.541635132E0,6.748566284E0,7.624878896E0
8.904597708E0,3.888912964E-1,3.558999023E0,6.398144989E0,7.331709882E0
8.914542708E0,4.746629333E-1,3.591032410E0,6.161337433E0,7.147230067E0
8.924487708E0,4.369413757E-1,3.564986572E0,5.997577972E0,6.990778824E0
8.934433708E0,3.543132019E-1,3.525468750E0,5.904621277E0,6.886146976E0
8.944378708E0,2.844085693E-1,3.504811707E0,5.967490540E0,6.926437517E0
8.954323708E0,2.499801636E-1,3.495531006E0,6.088588715E0,7.025107802E0
8.964268708E0,2.508782959E-1,3.485651550E0,6.190227356E0,7.108559725E0
8.974213708E0,2.498304749E-1,3.543730774E0,6.277346191E0,7.212871708E0
8.984159708E0,1.237925720E-1,3.625011749E0,6.366860046E0,7.327546768E0
8.994104708E0,-4.251159668E-2,3.691772919E0,6.396648102E0,7.385668653E0
9.004049708E0,-2.254312134E-1,3.819607086E0,6.400390320E0,7.456890355E0
9.013994708E0,-4.052073669E-1,3.949985962E0,6.475683746E0,7.596121516E0
9.023940708E0,-4.713697815E-1,4.046834564E0,6.535708923E0,7.701594029E0
9.033885750E0,-4.613406372E-1,4.138444061E0,6.618187408E0,7.819204500E0
9.043830750E0,-4.475692749E-1,4.242028656E0,6.724167023E0,7.963011210E0
9.053775750E0,-4.583468628E-1,4.296066284E0,6.893764343E0,8.135739314E0
9.063721750E0,-4.120930481E-1,4.352947998E0,7.056925049E0,8.301696700E0
9.073666750E0,-3.314108276E-1,4.468507690E0,7.280859375E0,8.549169980E0
9.083611750E0,-2.760260010E-1,4.619693298E0,7.548802185E0,8.854500040E0
9.093556750E0,-1.749861145E-1,4.814138947E0,7.811356201E0,9.177354719E0
9.103502750E0,-9.265731812E-2,5.069657593E0,7.969876556E0,9.446107442E0
9.113447750E0,-1.342707825E-1,5.239554291E0,8.201295319E0,9.733046939E0
9.123392750E0,-4.677772522E-1,5.331313477E0,8.577014008E0,1.010974224E1
9.133337750E0,-8.532257080E-1,5.423821106E0,9.154213715E0,1.067452379E1
9.143283750E0,-1.006057892E0,5.366789703E0,9.998158722E0,1.139200430E1
9.153228750E0,-1.087937622E0,5.300627289E0,1.110480743E1,1.235301607E1
9.163173750E0,-7.280859375E-1,5.436394958E0,1.219843323E1,1.337483729E1
9.173118750E0,-2.516267395E-1,5.401367798E0,1.302366714E1,1.410156006E1
9.183063750E0,4.956193542E-1,5.523214417E0,1.354263794E1,1.463402127E1
9.193009750E0,1.072369995E0,5.652395782E0,1.380683853E1,1.495755146E1
9.202954750E0,1.232536926E0,5.717959442E0,1.376821884E1,1.495921313E1
9.212899750E0,1.011596375E0,5.816604309E0,1.325224182E1,1.450786429E1
9.222844750E0,5.472619629E-1,5.954766998E0,1.264106277E1,1.398410575E1
9.232790750E0,-1.598675537E-1,6.045628052E0,1.219394257E1,1.361129720E1
9.242735750E0,-5.806425476E-1,6.069877625E0,1.178708862E1,1.327087105E1
9.252680750E0,-6.183641052E-1,6.020330658E0,1.135927826E1,1.287089577E1
9.262625750E0,-1.258882141E-1,5.900729370E0,1.098505646E1,1.247020129E1
9.272571750E0,6.774911499E-1,5.800437927E0,1.057026901E1,1.207620228E1
9.282516750E0,1.249900818E0,5.656587067E0,1.012599289E1,1.166597451E1
9.292461750E0,1.596579895E0,5.566474457E0,9.640552368E0,1.124610845E1
9.302406750E0,1.833237762E0,5.410498810E0,9.037157135E0,1.069132673E1
9.312352750E0,1.918410645E0,5.154381409E0,8.581205292E0,1.019240067E1
9.322297750E0,1.914967804E0,4.970863037E0,8.459658051E0,9.997119353E0
9.332242750E0,1.825304260E0,4.854405212E0,8.706943817E0,1.013448845E1
9.342187750E0,1.548829193E0,4.558919678E0,9.012757874E0,1.021823982E1
9.352133750E0,1.121018829E0,4.191583557E0,9.244176636E0,1.021179992E1
9.362078750E0,6.878196716E-1,3.845802612E0,9.363179169E0,1.014556148E1
9.372023750E0,3.867956543E-1,3.550167389E0,9.332492981E0,9.992433368E0
9.381968750E0,1.498384094E-1,3.197650452E0,9.257648621E0,9.795482527E0
9.391913750E0,-6.765930176E-2,2.775528259E0,9.234746246E0,9.643063472E0
9.401859750E0,-1.766326904E-1,2.438578949E0,9.262139282E0,9.579409715E0
9.411804750E0,-3.336561584E-1,2.167941742E0,9.427395630E0,9.679208965E0
9.421749750E0,-5.298980713E-1,1.938319244E0,9.603130188E0,9.811115271E0
9.431694750E0,-7.785310364E-1,1.743873596E0,9.577084351E0,9.765641318E0
9.441640750E0,-1.052162018E0,1.626068573E0,9.301806793E0,9.501302728E0
9.451585750E0,-1.153501282E0,1.637893982E0,8.808881836E0,9.033806568E0
9.461530750E0,-1.125060425E0,1.704954529E0,8.175848236E0,8.427165911E0
9.471475750E0,-1.054856415E0,1.772913208E0,7.492519226E0,7.771344006E0
9.481421750E0,-8.834628296E-1,1.995500336E0,6.793173523E0,7.135105793E0
9.491366750E0,-6.939569092E-1,2.186353455E0,6.218368835E0,6.627958101E0
9.501311750E0,-5.718109131E-1,2.331401825E0,5.638325043E0,6.128059357E0
9.511256750E0,-4.004173279E-1,2.546205139E0,5.232219543E0,5.832633710E0
9.521202750E0,-2.874023438E-1,2.743794250E0,4.987927551E0,5.700037566E0
9.531147750E0,-2.427951050E-1,2.935096436E0,4.862638092E0,5.684979311E0
9.541092750E0,-2.417472839E-1,3.157533875E0,4.832400970E0,5.777591285E0
9.551037750E0,-3.103047180E-1,3.309168549E0,4.863386536E0,5.890620858E0
9.560983750E0,-4.628375244E-1,3.509302368E0,5.013524323E0,6.137169365E0
9.570928750E0,-6.584806824E-1,3.776945801E0,5.283862152E0,6.528255175E0
9.580873750E0,-7.689509583E-1,4.060306549E0,5.519472198E0,6.895066947E0
9.590818750E0,-9.605525208E-1,4.209546204E0,5.776637421E0,7.211967850E0
9.600763750E0,-1.168769531E0,4.275109863E0,6.116879883E0,7.553727958E0
9.610709750E0,-1.343306580E0,4.386478271E0,6.444398804E0,7.910495568E0
9.620654750E0,-1.448687439E0,4.487368469E0,6.851252747E0,8.317141052E0
9.630599750E0,-1.424737244E0,4.570595398E0,7.328011322E0,8.753283295E0
9.640544750E0,-1.318458252E0,4.693489838E0,7.714058533E0,9.125452212E0
9.650490750E0,-1.128802643E0,4.792583771E0,7.992778931E0,9.387628542E0
9.660435750E0,-8.990304565E-1,4.888234863E0,8.252189484E0,9.633365306E0
9.670380750E0,-6.418652344E-1,4.932842102E0,8.572523346E0,9.911260197E0
9.680325750E0,-4.875361633E-1,4.981790314E0,9.007668457E0,1.030504815E1
9.690271750E0,-3.975732422E-1,5.119354248E0,9.450896759E0,1.075571020E1
9.700216750E0,-3.345542908E-1,5.273833008E0,9.736652527E0,1.107825093E1
9.710161750E0,-4.083508301E-1,5.284460907E0,9.923613739E0,1.125035053E1
9.720106750E0,-4.905299377E-1,5.270539856E0,1.022553589E1,1.151437337E1
9.730052750E0,-4.608915710E-1,5.346432037E0,1.063942520E1,1.191612878E1
9.739997750E0,-3.200344849E-1,5.545218658E0,1.100780914E1,1.232979052E1
9.749942750E0,-2.806663513E-1,5.708229675E0,1.115136063E1,1.253058273E1
9.759887750E0,-3.634442139E-1,5.747897186E0,1.123219254E1,1.262270030E1
9.769832750E0,-4.333488464E-1,5.795647888E0,1.132245483E1,1.272695208E1
9.779778750E0,-6.029461670E-1,5.794450378E0,1.140762772E1,1.280910494E1
9.789723750E0,-8.978329468E-1,5.673052826E0,1.165177002E1,1.299051104E1
9.799668750E0,-1.210832062E0,5.397924957E0,1.194471085E1,1.316357950E1
9.809613750E0,-1.335672455E0,5.071304169E0,1.230531097E1,1.337620369E1
9.819559750E0,-1.323847046E0,4.841082916E0,1.283910095E1,1.378517929E1
9.829504750E0,-1.088087311E0,4.722529449E0,1.332229614E1,1.417638152E1
9.839449750E0,-7.487429810E-1,4.543052673E0,1.346465012E1,1.423013515E1
9.849394750E0,-3.399430847E-1,4.346212006E0,1.316512299E1,1.386814996E1
9.859340750E0,1.811233521E-2,4.300407257E0,1.280197815E1,1.350497964E1
9.869285750E0,2.456391907E-1,4.418960724E0,1.241383530E1,1.317918280E1
9.879230750E0,3.463796997E-1,4.531227264E0,1.190758804E1,1.274529923E1
9.889175750E0,2.990780640E-1,4.548890533E0,1.137963593E1,1.225879140E1
9.899120750E0,1.187031555E-1,4.515959015E0,1.088072342E1,1.178126132E1
9.909066750E0,-3.323089600E-2,4.412673798E0,1.046458878E1,1.135695437E1
9.919011750E0,-9.789642334E-2,4.257745972E0,1.017778519E1,1.103291873E1
9.928956750E0,-1.841171265E-2,4.119283905E0,9.910141754E0,1.073218284E1
9.938901750E0,3.053649902E-2,3.937262421E0,9.592651978E0,1.036927865E1
9.948847750E0,8.187973022E-2,3.683839417E0,9.288783875E0,9.992941659E0
9.958792750E0,1.475930786E-1,3.422482910E0,9.136550446E0,9.757649667E0
9.968737750E0,2.888992310E-1,3.263363800E0,9.070537720E0,9.644047935E0
9.978682750E0,5.188211060E-1,3.305725708E0,8.943451996E0,9.548943994E0
9.988628750E0,7.593708801E-1,3.409310303E0,8.709787903E0,9.384052759E0
